from_airport,from_city,from_country,from_long,from_lat,to_airport,to_city,to_country,to_long,to_lat,airline,airline_country,distance
Grand Case,St. Martin,Guadeloupe,-62.412,18.166,Le Raizet,Pointe-a-pitre,Guadeloupe,-61.22,16.442,Air Antilles Express,Guadeloupe,229
Baiyun Intl,Guangzhou,China,113.497,23.654,Jiangbei,Chongqing,China,107.069,30.198,Sichuan Airlines,China,966
Baiyun Intl,Guangzhou,China,113.497,23.654,Francisco C Ada Saipan Intl,Saipan,Northern Mariana Islands,146.215,15.198,Sichuan Airlines,China,3548
Xinzheng,Zhengzhou,China,114.401,34.866,Changchun,Changchun,China,125.2,43.902,Sichuan Airlines,China,1365
Xinzheng,Zhengzhou,China,114.401,34.866,Baita Airport,Huhhot,China,112.373,41.419,Sichuan Airlines,China,749
Xinzheng,Zhengzhou,China,114.401,34.866,Wujiaba,Kunming,China,103.239,25.653,Sichuan Airlines,China,1480
Changchun,Changchun,China,125.2,43.902,Jinan,Jinan,China,117.359,37.428,Sichuan Airlines,China,976
Chifeng Airport,Chifeng,China,119.513,42.391,Baita Airport,Huhhot,China,112.373,41.419,Sichuan Airlines,China,600
Jiangbei,Chongqing,China,107.069,30.198,Huanghua,Changcha,China,113.366,28.315,Sichuan Airlines,China,645
Jiangbei,Chongqing,China,107.069,30.198,Zhoushuizi,Dalian,China,121.897,39.609,Sichuan Airlines,China,1705
Jiangbei,Chongqing,China,107.069,30.198,Phuket Intl,Phuket,Thailand,98.528,8.188,Sichuan Airlines,China,2603
Jiangbei,Chongqing,China,107.069,30.198,Changbei Intl,Nanchang,China,116.5,29.441,Sichuan Airlines,China,913
Jiangbei,Chongqing,China,107.069,30.198,Lhasa-Gonggar,Lhasa,China,91.519,29.496,Sichuan Airlines,China,1500
Jiangbei,Chongqing,China,107.069,30.198,Lukou,Nanjing,China,119.436,32.236,Sichuan Airlines,China,1196
Jiangbei,Chongqing,China,107.069,30.198,Pudong,Shanghai,China,122.342,31.238,Sichuan Airlines,China,1463
Jiangbei,Chongqing,China,107.069,30.198,Baoan Intl,Shenzhen,China,114.351,23.065,Sichuan Airlines,China,1073
Jiangbei,Chongqing,China,107.069,30.198,Sungshan,Taipei,Taiwan,121.92,25.116,Sichuan Airlines,China,1566
Jiangbei,Chongqing,China,107.069,30.198,Diwopu,Urumqi,China,87.79,44.511,Sichuan Airlines,China,2320
Jiangbei,Chongqing,China,107.069,30.198,Tianhe,Wuhan,China,114.346,31.306,Sichuan Airlines,China,706
Jiangbei,Chongqing,China,107.069,30.198,Gaoqi,Xiamen,China,118.212,24.906,Sichuan Airlines,China,1245
Jiangbei,Chongqing,China,107.069,30.198,Yichang Airport,Yichang,China,111.735,31.118,Sichuan Airlines,China,457
Huanghua,Changcha,China,113.366,28.315,Shuangliu,Chengdu,China,104.578,30.964,Sichuan Airlines,China,898
Huanghua,Changcha,China,113.366,28.315,Gaoqi,Xiamen,China,118.212,24.906,Sichuan Airlines,China,612
Shuangliu,Chengdu,China,104.578,30.964,Xinzheng,Zhengzhou,China,114.401,34.866,Sichuan Airlines,China,1013
Shuangliu,Chengdu,China,104.578,30.964,Dongsheng,Dongsheng,China,110.055,40.416,Sichuan Airlines,China,1160
Shuangliu,Chengdu,China,104.578,30.964,Baita Airport,Huhhot,China,112.373,41.419,Sichuan Airlines,China,1355
Shuangliu,Chengdu,China,104.578,30.964,Xiaoshan,Hangzhou,China,120.724,30.382,Sichuan Airlines,China,1544
Shuangliu,Chengdu,China,104.578,30.964,Phuket Intl,Phuket,Thailand,98.528,8.188,Sichuan Airlines,China,2609
Shuangliu,Chengdu,China,104.578,30.964,Yinchuan,Yinchuan,China,106.015,38.803,Sichuan Airlines,China,881
Shuangliu,Chengdu,China,104.578,30.964,Jiuzhaigou Huanglong,Jiuzhaigou,China,104.138,33.428,Sichuan Airlines,China,277
Shuangliu,Chengdu,China,104.578,30.964,Wujiaba,Kunming,China,103.239,25.653,Sichuan Airlines,China,604
Shuangliu,Chengdu,China,104.578,30.964,Longdongbao,Guiyang,China,107.334,26.897,Sichuan Airlines,China,525
Shuangliu,Chengdu,China,104.578,30.964,Lanzhou Airport,Lanzhou,China,104.028,36.195,Sichuan Airlines,China,583
Shuangliu,Chengdu,China,104.578,30.964,Lhasa-Gonggar,Lhasa,China,91.519,29.496,Sichuan Airlines,China,1264
Shuangliu,Chengdu,China,104.578,30.964,Lukou,Nanjing,China,119.436,32.236,Sichuan Airlines,China,1413
Shuangliu,Chengdu,China,104.578,30.964,Capital Intl,Beijing,China,116.974,40.133,Sichuan Airlines,China,1512
Shuangliu,Chengdu,China,104.578,30.964,Taichung Ching Chuang Kang Airport,Chingchuakang,Taiwan,121.034,24.441,Sichuan Airlines,China,1772
Shuangliu,Chengdu,China,104.578,30.964,Phoenix International,Sanya,China,109.687,18.504,Sichuan Airlines,China,1477
Shuangliu,Chengdu,China,104.578,30.964,Liuting,Qingdao,China,120.624,36.443,Sichuan Airlines,China,1601
Shuangliu,Chengdu,China,104.578,30.964,Jinan,Jinan,China,117.359,37.428,Sichuan Airlines,China,1375
Shuangliu,Chengdu,China,104.578,30.964,Sungshan,Taipei,Taiwan,121.92,25.116,Sichuan Airlines,China,1819
Shuangliu,Chengdu,China,104.578,30.964,Wusu,Taiyuan,China,113.047,38.244,Sichuan Airlines,China,1119
Shuangliu,Chengdu,China,104.578,30.964,Wenzhou Yongqiang Airport,Wenzhou,China,121.42,28.52,Sichuan Airlines,China,1646
Shuangliu,Chengdu,China,104.578,30.964,Wuxi Airport,Wuxi,China,120.715,31.824,Sichuan Airlines,China,1533
Shuangliu,Chengdu,China,104.578,30.964,Xianyang,Xi'an,China,109.252,34.745,Sichuan Airlines,China,605
Shuangliu,Chengdu,China,104.578,30.964,Xining Caojiabu Airport,Xining,China,102.071,36.879,Sichuan Airlines,China,697
Shuangliu,Chengdu,China,104.578,30.964,Yichang Airport,Yichang,China,111.735,31.118,Sichuan Airlines,China,681
Changzhou,Changzhou,China,120.186,32.569,Wuxu,Nanning,China,108.287,23.013,Sichuan Airlines,China,1578
Zhoushuizi,Dalian,China,121.897,39.609,Jiangbei,Chongqing,China,107.069,30.198,Sichuan Airlines,China,1705
Zhoushuizi,Dalian,China,121.897,39.609,Xuzhou Guanyin Airport,Xuzhou,China,117.183,34.266,Sichuan Airlines,China,726
Dongsheng,Dongsheng,China,110.055,40.416,Shenyang Taoxian International Airport,Shenyang,China,123.483,41.637,Sichuan Airlines,China,1133
Changle,Fuzhou,China,120.105,26.558,Changbei Intl,Nanchang,China,116.5,29.441,Sichuan Airlines,China,477
Meilan,Haikou,China,110.764,20.558,Lishe,Ninbo,China,121.769,30.377,Sichuan Airlines,China,1551
Meilan,Haikou,China,110.764,20.558,Zhuhai Airport,Zhuhai,China,113.626,22.01,Sichuan Airlines,China,337
Baita Airport,Huhhot,China,112.373,41.419,Chifeng Airport,Chifeng,China,119.513,42.391,Sichuan Airlines,China,600
Baita Airport,Huhhot,China,112.373,41.419,Changbei Intl,Nanchang,China,116.5,29.441,Sichuan Airlines,China,1382
Luogang,Hefei,China,117.497,32.3,Shuangliu,Chengdu,China,104.578,30.964,Sichuan Airlines,China,1231
Xiaoshan,Hangzhou,China,120.724,30.382,Shuangliu,Chengdu,China,104.578,30.964,Sichuan Airlines,China,1544
Hong Kong Intl,Hong Kong,Hong Kong,114.524,22.514,Yichang Airport,Yichang,China,111.735,31.118,Sichuan Airlines,China,995
Phuket Intl,Phuket,Thailand,98.528,8.188,Shuangliu,Chengdu,China,104.578,30.964,Sichuan Airlines,China,2609
Taiping,Harbin,China,126.417,46.039,Xinzheng,Zhengzhou,China,114.401,34.866,Sichuan Airlines,China,1601
Taiping,Harbin,China,126.417,46.039,Lishe,Ninbo,China,121.769,30.377,Sichuan Airlines,China,1787
Taiping,Harbin,China,126.417,46.039,Shijiazhuang Daguocun International Airport,Shijiazhuang,China,115.162,38.467,Sichuan Airlines,China,1249
Taiping,Harbin,China,126.417,46.039,Wenzhou Yongqiang Airport,Wenzhou,China,121.42,28.52,Sichuan Airlines,China,1996
Taiping,Harbin,China,126.417,46.039,Xuzhou Guanyin Airport,Xuzhou,China,117.183,34.266,Sichuan Airlines,China,1523
Yinchuan,Yinchuan,China,106.015,38.803,Jiangbei,Chongqing,China,107.069,30.198,Sichuan Airlines,China,961
Yinchuan,Yinchuan,China,106.015,38.803,Liangjiang,Guilin,China,110.065,25.363,Sichuan Airlines,China,1541
Jingdezhen Airport,Jingdezhen,China,117.293,29.564,Shuangliu,Chengdu,China,104.578,30.964,Sichuan Airlines,China,1230
Jiayuguan Airport,Jiayuguan,China,98.569,40.428,Lanzhou Airport,Lanzhou,China,104.028,36.195,Sichuan Airlines,China,669
Quanzhou Airport,Quanzhou,China,118.983,25.327,Tianhe,Wuhan,China,114.346,31.306,Sichuan Airlines,China,804
Kashi,Kashi,China,76.033,39.904,Diwopu,Urumqi,China,87.79,44.511,Sichuan Airlines,China,1094
Changbei Intl,Nanchang,China,116.5,29.441,Shuangliu,Chengdu,China,104.578,30.964,Sichuan Airlines,China,1157
Changbei Intl,Nanchang,China,116.5,29.441,Baita Airport,Huhhot,China,112.373,41.419,Sichuan Airlines,China,1382
Changbei Intl,Nanchang,China,116.5,29.441,Phoenix International,Sanya,China,109.687,18.504,Sichuan Airlines,China,1398
Wujiaba,Kunming,China,103.239,25.653,Jiangbei,Chongqing,China,107.069,30.198,Sichuan Airlines,China,629
Wujiaba,Kunming,China,103.239,25.653,Longdongbao,Guiyang,China,107.334,26.897,Sichuan Airlines,China,431
Wujiaba,Kunming,China,103.239,25.653,Jinan,Jinan,China,117.359,37.428,Sichuan Airlines,China,1867
Wujiaba,Kunming,China,103.239,25.653,Wanxian Airport,Wanxian,China,108.676,31.393,Sichuan Airlines,China,830
Wujiaba,Kunming,China,103.239,25.653,Xuzhou Guanyin Airport,Xuzhou,China,117.183,34.266,Sichuan Airlines,China,1647
Ganzhou Airport,Ganzhou,China,115.52,26.376,Gaoqi,Xiamen,China,118.212,24.906,Sichuan Airlines,China,315
Longdongbao,Guiyang,China,107.334,26.897,Quanzhou Airport,Quanzhou,China,118.983,25.327,Sichuan Airlines,China,1175
Longdongbao,Guiyang,China,107.334,26.897,Lanzhou Airport,Lanzhou,China,104.028,36.195,Sichuan Airlines,China,1080
Longdongbao,Guiyang,China,107.334,26.897,Wenzhou Yongqiang Airport,Wenzhou,China,121.42,28.52,Sichuan Airlines,China,1397
Liangjiang,Guilin,China,110.065,25.363,Shuangliu,Chengdu,China,104.578,30.964,Sichuan Airlines,China,822
Liangjiang,Guilin,China,110.065,25.363,Phoenix International,Sanya,China,109.687,18.504,Sichuan Airlines,China,763
Lanzhou Airport,Lanzhou,China,104.028,36.195,Jiayuguan Airport,Jiayuguan,China,98.569,40.428,Sichuan Airlines,China,669
Lanzhou Airport,Lanzhou,China,104.028,36.195,Lhasa-Gonggar,Lhasa,China,91.519,29.496,Sichuan Airlines,China,1383
Lijiang Airport,Lijiang,China,100.388,27.472,Shuangliu,Chengdu,China,104.578,30.964,Sichuan Airlines,China,562
Lhasa-Gonggar,Lhasa,China,91.519,29.496,Shuangliu,Chengdu,China,104.578,30.964,Sichuan Airlines,China,1264
Lhasa-Gonggar,Lhasa,China,91.519,29.496,Xining Caojiabu Airport,Xining,China,102.071,36.879,Sichuan Airlines,China,1278
Mianyang Airport,Mianyang,China,105.235,31.713,Phoenix International,Sanya,China,109.687,18.504,Sichuan Airlines,China,1535
Male Intl,Male,Maldives,73.881,4.319,Shuangliu,Chengdu,China,104.578,30.964,Sichuan Airlines,China,4368
Lishe,Ninbo,China,121.769,30.377,Meilan,Haikou,China,110.764,20.558,Sichuan Airlines,China,1551
Lishe,Ninbo,China,121.769,30.377,Changbei Intl,Nanchang,China,116.5,29.441,Sichuan Airlines,China,518
Lishe,Ninbo,China,121.769,30.377,Xianyang,Xi'an,China,109.252,34.745,Sichuan Airlines,China,1268
Lukou,Nanjing,China,119.436,32.236,Shuangliu,Chengdu,China,104.578,30.964,Sichuan Airlines,China,1413
Lukou,Nanjing,China,119.436,32.236,Phoenix International,Sanya,China,109.687,18.504,Sichuan Airlines,China,1811
Wuxu,Nanning,China,108.287,23.013,Shuangliu,Chengdu,China,104.578,30.964,Sichuan Airlines,China,957
Wuxu,Nanning,China,108.287,23.013,Meilan,Haikou,China,110.764,20.558,Sichuan Airlines,China,374
Wuxu,Nanning,China,108.287,23.013,Tianhe,Wuhan,China,114.346,31.306,Sichuan Airlines,China,1099
Capital Intl,Beijing,China,116.974,40.133,Jiangbei,Chongqing,China,107.069,30.198,Sichuan Airlines,China,1423
Capital Intl,Beijing,China,116.974,40.133,Wanxian Airport,Wanxian,China,108.676,31.393,Sichuan Airlines,China,1225
Pudong,Shanghai,China,122.342,31.238,Jiangbei,Chongqing,China,107.069,30.198,Sichuan Airlines,China,1463
Pudong,Shanghai,China,122.342,31.238,Francisco C Ada Saipan Intl,Saipan,Northern Mariana Islands,146.215,15.198,Sichuan Airlines,China,3009
Tansonnhat Intl,Ho Chi Minh City,Vietnam,107.086,11.364,Wuxu,Nanning,China,108.287,23.013,Sichuan Airlines,China,1301
Shijiazhuang Daguocun International Airport,Shijiazhuang,China,115.162,38.467,Shuangliu,Chengdu,China,104.578,30.964,Sichuan Airlines,China,1275
Francisco C Ada Saipan Intl,Saipan,Northern Mariana Islands,146.215,15.198,Baiyun Intl,Guangzhou,China,113.497,23.654,Sichuan Airlines,China,3548
Phoenix International,Sanya,China,109.687,18.504,Jiangbei,Chongqing,China,107.069,30.198,Sichuan Airlines,China,1326
Phoenix International,Sanya,China,109.687,18.504,Changbei Intl,Nanchang,China,116.5,29.441,Sichuan Airlines,China,1398
Phoenix International,Sanya,China,109.687,18.504,Liangjiang,Guilin,China,110.065,25.363,Sichuan Airlines,China,763
Phoenix International,Sanya,China,109.687,18.504,Lukou,Nanjing,China,119.436,32.236,Sichuan Airlines,China,1811
Phoenix International,Sanya,China,109.687,18.504,Wenzhou Yongqiang Airport,Wenzhou,China,121.42,28.52,Sichuan Airlines,China,1632
Baoan Intl,Shenzhen,China,114.351,23.065,Shuangliu,Chengdu,China,104.578,30.964,Sichuan Airlines,China,1305
Tengchong Tuofeng Airport,Tengchong,China,98.805,25.564,Shuangliu,Chengdu,China,104.578,30.964,Sichuan Airlines,China,824
Jinan,Jinan,China,117.359,37.428,Jiangbei,Chongqing,China,107.069,30.198,Sichuan Airlines,China,1243
Jinan,Jinan,China,117.359,37.428,Zhoushuizi,Dalian,China,121.897,39.609,Sichuan Airlines,China,463
Jinan,Jinan,China,117.359,37.428,Taiping,Harbin,China,126.417,46.039,Sichuan Airlines,China,1215
Jinan,Jinan,China,117.359,37.428,Phoenix International,Sanya,China,109.687,18.504,Sichuan Airlines,China,2232
Taoyuan Intl,Taipei,Taiwan,121.388,25.129,Wujiaba,Kunming,China,103.239,25.653,Sichuan Airlines,China,1822
Sungshan,Taipei,Taiwan,121.92,25.116,Shuangliu,Chengdu,China,104.578,30.964,Sichuan Airlines,China,1819
Binhai,Tianjin,China,117.576,39.207,Jiangbei,Chongqing,China,107.069,30.198,Sichuan Airlines,China,1385
Wusu,Taiyuan,China,113.047,38.244,Shuangliu,Chengdu,China,104.578,30.964,Sichuan Airlines,China,1119
Diwopu,Urumqi,China,87.79,44.511,Shuangliu,Chengdu,China,104.578,30.964,Sichuan Airlines,China,2101
Diwopu,Urumqi,China,87.79,44.511,Xianyang,Xi'an,China,109.252,34.745,Sichuan Airlines,China,2125
Wenzhou Yongqiang Airport,Wenzhou,China,121.42,28.52,Jiangbei,Chongqing,China,107.069,30.198,Sichuan Airlines,China,1402
Wenzhou Yongqiang Airport,Wenzhou,China,121.42,28.52,Taiping,Harbin,China,126.417,46.039,Sichuan Airlines,China,1996
Wenzhou Yongqiang Airport,Wenzhou,China,121.42,28.52,Phoenix International,Sanya,China,109.687,18.504,Sichuan Airlines,China,1632
Tianhe,Wuhan,China,114.346,31.306,Shuangliu,Chengdu,China,104.578,30.964,Sichuan Airlines,China,930
Tianhe,Wuhan,China,114.346,31.306,Quanzhou Airport,Quanzhou,China,118.983,25.327,Sichuan Airlines,China,804
Tianhe,Wuhan,China,114.346,31.306,Nantong Airport,Nantong,China,121.626,32.118,Sichuan Airlines,China,694
Wanxian Airport,Wanxian,China,108.676,31.393,Wujiaba,Kunming,China,103.239,25.653,Sichuan Airlines,China,830
Qingshan,Xichang,China,102.307,28.648,Shuangliu,Chengdu,China,104.578,30.964,Sichuan Airlines,China,338
Xianyang,Xi'an,China,109.252,34.745,Shuangliu,Chengdu,China,104.578,30.964,Sichuan Airlines,China,605
Xianyang,Xi'an,China,109.252,34.745,Lanzhou Airport,Lanzhou,China,104.028,36.195,Sichuan Airlines,China,499
Xianyang,Xi'an,China,109.252,34.745,Lishe,Ninbo,China,121.769,30.377,Sichuan Airlines,China,1268
Xianyang,Xi'an,China,109.252,34.745,Xining Caojiabu Airport,Xining,China,102.071,36.879,Sichuan Airlines,China,689
Gaoqi,Xiamen,China,118.212,24.906,Jiangbei,Chongqing,China,107.069,30.198,Sichuan Airlines,China,1245
Gaoqi,Xiamen,China,118.212,24.906,Shuangliu,Chengdu,China,104.578,30.964,Sichuan Airlines,China,1497
Gaoqi,Xiamen,China,118.212,24.906,Wujiaba,Kunming,China,103.239,25.653,Sichuan Airlines,China,1507
Xining Caojiabu Airport,Xining,China,102.071,36.879,Jiangbei,Chongqing,China,107.069,30.198,Sichuan Airlines,China,875
Xining Caojiabu Airport,Xining,China,102.071,36.879,Lhasa-Gonggar,Lhasa,China,91.519,29.496,Sichuan Airlines,China,1278
Xining Caojiabu Airport,Xining,China,102.071,36.879,Xianyang,Xi'an,China,109.252,34.745,Sichuan Airlines,China,689
Xuzhou Guanyin Airport,Xuzhou,China,117.183,34.266,Zhoushuizi,Dalian,China,121.897,39.609,Sichuan Airlines,China,726
Xuzhou Guanyin Airport,Xuzhou,China,117.183,34.266,Wujiaba,Kunming,China,103.239,25.653,Sichuan Airlines,China,1647
Yichang Airport,Yichang,China,111.735,31.118,Jiangbei,Chongqing,China,107.069,30.198,Sichuan Airlines,China,457
Yichang Airport,Yichang,China,111.735,31.118,Hong Kong Intl,Hong Kong,Hong Kong,114.524,22.514,Sichuan Airlines,China,995
Zhongwei Xiangshan Airport,Zhongwei,China,105.257,37.954,Capital Intl,Beijing,China,116.974,40.133,Sichuan Airlines,China,1039
Zhuhai Airport,Zhuhai,China,113.626,22.01,Changzhou,Changzhou,China,120.186,32.569,Sichuan Airlines,China,1340
Gustavo Rojas Pinilla,San Andres Island,Colombia,-81.519,12.972,Eldorado Intl,Bogota,Colombia,-73.579,5.169,Aires, S.A.,1229
El Eden,Armenia,Colombia,-75.611,4.754,Eldorado Intl,Bogota,Colombia,-73.579,5.169,Aires, S.A.,229
Palonegro,Bucaramanga,Colombia,-72.642,7.21,Eldorado Intl,Bogota,Colombia,-73.579,5.169,Aires, S.A.,249
Palonegro,Bucaramanga,Colombia,-72.642,7.21,Olaya Herrera,Medellin,Colombia,-75.318,6.366,Aires, S.A.,310
Eldorado Intl,Bogota,Colombia,-73.579,5.169,El Eden,Armenia,Colombia,-75.611,4.754,Aires, S.A.,229
Eldorado Intl,Bogota,Colombia,-73.579,5.169,Palonegro,Bucaramanga,Colombia,-72.642,7.21,Aires, S.A.,249
Eldorado Intl,Bogota,Colombia,-73.579,5.169,Rafael Nunez,Cartagena,Colombia,-75.189,10.737,Aires, S.A.,643
Eldorado Intl,Bogota,Colombia,-73.579,5.169,El Alcaraván Airport,Yopal,Colombia,-71.974,5.531,Aires, S.A.,182
Eldorado Intl,Bogota,Colombia,-73.579,5.169,Perales,Ibague,Colombia,-74.556,4.702,Aires, S.A.,120
Eldorado Intl,Bogota,Colombia,-73.579,5.169,Jose Maria Cordova,Rio Negro,Colombia,-75.039,6.274,Aires, S.A.,202
Eldorado Intl,Bogota,Colombia,-73.579,5.169,La Nubia,Manizales,Colombia,-75.108,5.049,Aires, S.A.,169
Eldorado Intl,Bogota,Colombia,-73.579,5.169,Matecana,Pereira,Colombia,-75.566,5.354,Aires, S.A.,221
Eldorado Intl,Bogota,Colombia,-73.579,5.169,Simon Bolivar,Santa Marta,Colombia,-73.718,11.199,Aires, S.A.,670
Eldorado Intl,Bogota,Colombia,-73.579,5.169,Alfonso Lopez Pumarejo,Valledupar,Colombia,-72.75,10.725,Aires, S.A.,624
Alfonso Bonilla Aragon Intl,Cali,Colombia,-75.97,3.905,Eldorado Intl,Bogota,Colombia,-73.579,5.169,Aires, S.A.,299
Camilo Daza,Cucuta,Colombia,-72.186,8.545,Palonegro,Bucaramanga,Colombia,-72.642,7.21,Aires, S.A.,156
Olaya Herrera,Medellin,Colombia,-75.318,6.366,Apartadó Airport,Apartadó,Colombia,-76.667,7.055,Aires, S.A.,167
Olaya Herrera,Medellin,Colombia,-75.318,6.366,Perales,Ibague,Colombia,-74.556,4.702,Aires, S.A.,203
Olaya Herrera,Medellin,Colombia,-75.318,6.366,Matecana,Pereira,Colombia,-75.566,5.354,Aires, S.A.,115
El Alcaraván Airport,Yopal,Colombia,-71.974,5.531,Eldorado Intl,Bogota,Colombia,-73.579,5.169,Aires, S.A.,182
Perales,Ibague,Colombia,-74.556,4.702,Eldorado Intl,Bogota,Colombia,-73.579,5.169,Aires, S.A.,120
Alfredo Vasquez Cobo,Leticia,Colombia,-69.906,-3.656,Eldorado Intl,Bogota,Colombia,-73.579,5.169,Aires, S.A.,1062
Los Garzones,Monteria,Colombia,-75.71,9.372,Eldorado Intl,Bogota,Colombia,-73.579,5.169,Aires, S.A.,523
La Nubia,Manizales,Colombia,-75.108,5.049,Eldorado Intl,Bogota,Colombia,-73.579,5.169,Aires, S.A.,169
Matecana,Pereira,Colombia,-75.566,5.354,Eldorado Intl,Bogota,Colombia,-73.579,5.169,Aires, S.A.,221
Tres De Mayo,Puerto Asis,Colombia,-76.169,0.842,Eldorado Intl,Bogota,Colombia,-73.579,5.169,Aires, S.A.,560
El Carano,Quibdo,Colombia,-76.402,6.151,Eldorado Intl,Bogota,Colombia,-73.579,5.169,Aires, S.A.,330
Alfonso Lopez Pumarejo,Valledupar,Colombia,-72.75,10.725,Eldorado Intl,Bogota,Colombia,-73.579,5.169,Aires, S.A.,624
Cairo Intl,Cairo,Egypt,31.675,30.203,Ben Gurion,Tel-aviv,Israel,35.477,32.018,Air Sinai,Egypt,414
Belgorod International Airport,Belgorod,Russia,36.983,51.073,Novyi Urengoy,Novy Urengoy,Russia,76.523,66.069,Gazpromavia,Russia,2759
Nukus Airport,Nukus,Uzbekistan,60.038,42.814,Vnukovo,Moscow,Russia,37.435,55.985,Gazpromavia,Russia,2177
Novyi Urengoy,Novy Urengoy,Russia,76.523,66.069,Vnukovo,Moscow,Russia,37.435,55.985,Gazpromavia,Russia,2331
Nadym Airport,Nadym,Russia,73.164,65.801,Vnukovo,Moscow,Russia,37.435,55.985,Gazpromavia,Russia,2176
Sovetsky Tyumenskaya Airport,Sovetskiy,Russia,64.007,61.533,Vnukovo,Moscow,Russia,37.435,55.985,Gazpromavia,Russia,1637
Barataevka,Ulyanovsk,Russia,48.377,54.447,Vnukovo,Moscow,Russia,37.435,55.985,Gazpromavia,Russia,714
Vnukovo,Moscow,Russia,37.435,55.985,Nukus Airport,Nukus,Uzbekistan,60.038,42.814,Gazpromavia,Russia,2177
Vnukovo,Moscow,Russia,37.435,55.985,Nadym Airport,Nadym,Russia,73.164,65.801,Gazpromavia,Russia,2176
Vnukovo,Moscow,Russia,37.435,55.985,Ukhta,Ukhta,Russia,53.804,63.567,Gazpromavia,Russia,1238
Suvarnabhumi Intl,Bangkok,Thailand,101.245,14.135,Zia Intl,Dhaka,Bangladesh,90.662,24.405,United Airways,Bangladesh,1591
Shah Amanat Intl,Chittagong,Bangladesh,92.355,22.416,Zia Intl,Dhaka,Bangladesh,90.662,24.405,United Airways,Bangladesh,280
Coxs Bazar,Cox's Bazar,Bangladesh,92.606,21.753,Zia Intl,Dhaka,Bangladesh,90.662,24.405,United Airways,Bangladesh,355
Zia Intl,Dhaka,Bangladesh,90.662,24.405,Netaji Subhash Chandra Bose Intl,Calcutta,India,88.744,23.091,United Airways,Bangladesh,243
